hprodid,hprodname,genname,gencode,saltdesc,saltcode,formdesc,formcode,stredesc,strecode,unitdesc,unitcode,edl,pndf_classification,status,pprice,sprice,packcode,packdesc,mdrprice,mdrp_dateasof,price_indicator
AMI000003600526SOL3200379AMPUL,"AMIDOTRIZOATE (DIATRIZOATE) ( as MEGLUMINE AND/OR
SODIUM SALT) 150 mg - 650 mg iodine/mL SOLUTION 30 mL AMPULE",AMIDOTRIZOATE (DIATRIZOATE),AMI00,"MEGLUMINE AND/OR
SODIUM SALT",36,SOLUTION,SOL32,150 mg - 650 mg iodine/mL,526,30 mL,379,,,,,,AMPUL,AMPULE,,,
AMI000003600526SOL3200379BOTTL,"AMIDOTRIZOATE (DIATRIZOATE) ( as MEGLUMINE AND/OR
SODIUM SALT) 150 mg - 650 mg iodine/mL SOLUTION 30 mL BOTTLE",AMIDOTRIZOATE (DIATRIZOATE),AMI00,"MEGLUMINE AND/OR
SODIUM SALT",36,SOLUTION,SOL32,150 mg - 650 mg iodine/mL,526,30 mL,379,,,,,,BOTTL,BOTTLE,,,
AMI000003600526SOL3200055AMPUL,"AMIDOTRIZOATE (DIATRIZOATE) ( as MEGLUMINE AND/OR
SODIUM SALT) 150 mg - 650 mg iodine/mL SOLUTION 50 mL AMPULE",AMIDOTRIZOATE (DIATRIZOATE),AMI00,"MEGLUMINE AND/OR
SODIUM SALT",36,SOLUTION,SOL32,150 mg - 650 mg iodine/mL,526,50 mL,55,,,,,,AMPUL,AMPULE,,,
AMI000003600526SOL3200055BOTTL,"AMIDOTRIZOATE (DIATRIZOATE) ( as MEGLUMINE AND/OR
SODIUM SALT) 150 mg - 650 mg iodine/mL SOLUTION 50 mL BOTTLE",AMIDOTRIZOATE (DIATRIZOATE),AMI00,"MEGLUMINE AND/OR
SODIUM SALT",36,SOLUTION,SOL32,150 mg - 650 mg iodine/mL,526,50 mL,55,,,,,,BOTTL,BOTTLE,,,
AMIKA0006000000SOL3200241VIALX,AMIKACIN ( as SULFATE) SOLUTION 1 g VIAL,AMIKACIN,AMIKA,SULFATE,60,SOLUTION,SOL32,,0,1 g,241,,,,,,VIALX,VIAL,,,
AMIKA0006000000POW2700139VIALX,AMIKACIN ( as SULFATE) POWDER 100 mg VIAL,AMIKACIN,AMIKA,SULFATE,60,POWDER,POW27,,0,100 mg,139,,,,,,VIALX,VIAL,,,
AMIKA0006000142SOL3200361AMPUL,AMIKACIN ( as SULFATE) 100 mg/ml SOLUTION 2 mL AMPULE,AMIKACIN,AMIKA,SULFATE,60,SOLUTION,SOL32,100 mg/ml,142,2 mL,361,,,,,,AMPUL,AMPULE,,,
AMIKA0006000142SOL3200361VIALX,AMIKACIN ( as SULFATE) 100 mg/ml SOLUTION 2 mL VIAL,AMIKACIN,AMIKA,SULFATE,60,SOLUTION,SOL32,100 mg/ml,142,2 mL,361,,,,,,VIALX,VIAL,,,
AMIKA0006000214SOL3200361AMPUL,AMIKACIN ( as SULFATE) 125 mg/mL SOLUTION 2 mL AMPULE,AMIKACIN,AMIKA,SULFATE,60,SOLUTION,SOL32,125 mg/mL,214,2 mL,361,,,,,,AMPUL,AMPULE,,,
AMIKA0006000214SOL3200361VIALX,AMIKACIN ( as SULFATE) 125 mg/mL SOLUTION 2 mL VIAL,AMIKACIN,AMIKA,SULFATE,60,SOLUTION,SOL32,125 mg/mL,214,2 mL,361,,,,,,VIALX,VIAL,,,
AMIKA0006000015POW2700000VIALX,AMIKACIN ( as SULFATE) 250 mg POWDER VIAL,AMIKACIN,AMIKA,SULFATE,60,POWDER,POW27,250 mg,15,,0,,,,,,VIALX,VIAL,,,
AMIKA0006000972SOL3200361AMPUL,AMIKACIN ( as SULFATE) 250 mg/mL SOLUTION 2 mL AMPULE,AMIKACIN,AMIKA,SULFATE,60,SOLUTION,SOL32,250 mg/mL,972,2 mL,361,,,,,,AMPUL,AMPULE,,,
AMIKA0006000972SOL3200361VIALX,AMIKACIN ( as SULFATE) 250 mg/mL SOLUTION 2 mL VIAL,AMIKACIN,AMIKA,SULFATE,60,SOLUTION,SOL32,250 mg/mL,972,2 mL,361,,,,,,VIALX,VIAL,,,
AMIKA0006000851SOL3200361AMPUL,AMIKACIN ( as SULFATE) 50 mg/mL SOLUTION 2 mL AMPULE,AMIKACIN,AMIKA,SULFATE,60,SOLUTION,SOL32,50 mg/mL,851,2 mL,361,,,,,,AMPUL,AMPULE,,,
AMIKA0006000851SOL3200361VIALX,AMIKACIN ( as SULFATE) 50 mg/mL SOLUTION 2 mL VIAL,AMIKACIN,AMIKA,SULFATE,60,SOLUTION,SOL32,50 mg/mL,851,2 mL,361,,,,,,VIALX,VIAL,,,
AMIKA0000000000POW2700047VIALX,AMIKACIN POWDER 500 mg VIAL,AMIKACIN,AMIKA,,0,POWDER,POW27,,0,500 mg,47,,,,,,VIALX,VIAL,,,
AMIN10000000133SOL3200044BOTTL,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE 10% SOLUTION 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE,AMIN1,,0,SOLUTION,SOL32,10%,133,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMIN10000001315SOL3200044BOTTL,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE 5% SOLUTION 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE,AMIN1,,0,SOLUTION,SOL32,5%,1315,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMIN10000000462SOL3200044BOTTL,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE 6% SOLUTION 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE,AMIN1,,0,SOLUTION,SOL32,6%,462,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMIN10000000475SOL3200044BOTTL,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE 7% SOLUTION 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE,AMIN1,,0,SOLUTION,SOL32,7%,475,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMIN10000000611SOL3200044BOTTL,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE 8% SOLUTION 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE,AMIN1,,0,SOLUTION,SOL32,8%,611,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMIN10000001320SOL3200044BOTTL,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE 9% SOLUTION 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR HEPATIC FAILURE,AMIN1,,0,SOLUTION,SOL32,9%,1320,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMIN200000000000000000178BOTTL,AMINO ACID SOLUTIONS FOR IMMUNONUTRITION/IMMUNOENHANCEMENT 100 mL BOTTLE,AMINO ACID SOLUTIONS FOR IMMUNONUTRITION/IMMUNOENHANCEMENT,AMIN2,,0,,0,,0,100 mL,178,,,,,,BOTTL,BOTTLE,,,
AMIN200000000000000000055BOTTL,AMINO ACID SOLUTIONS FOR IMMUNONUTRITION/IMMUNOENHANCEMENT 50 mL BOTTLE,AMINO ACID SOLUTIONS FOR IMMUNONUTRITION/IMMUNOENHANCEMENT,AMIN2,,0,,0,,0,50 mL,55,,,,,,BOTTL,BOTTLE,,,
AMIN30000000133SOL3200178BOTTL,AMINO ACID SOLUTIONS FOR INFANTS 10% SOLUTION 100 mL BOTTLE,AMINO ACID SOLUTIONS FOR INFANTS,AMIN3,,0,SOLUTION,SOL32,10%,133,100 mL,178,,,,,,BOTTL,BOTTLE,,,
AMIN30000000462SOL3200178BOTTL,AMINO ACID SOLUTIONS FOR INFANTS 6% SOLUTION 100 mL BOTTLE,AMINO ACID SOLUTIONS FOR INFANTS,AMIN3,,0,SOLUTION,SOL32,6%,462,100 mL,178,,,,,,BOTTL,BOTTLE,,,
AMIN30000000475SOL3200178BOTTL,AMINO ACID SOLUTIONS FOR INFANTS 7% SOLUTION 100 mL BOTTLE,AMINO ACID SOLUTIONS FOR INFANTS,AMIN3,,0,SOLUTION,SOL32,7%,475,100 mL,178,,,,,,BOTTL,BOTTLE,,,
AMIN30000000611SOL3200178BOTTL,AMINO ACID SOLUTIONS FOR INFANTS 8% SOLUTION 100 mL BOTTLE,AMINO ACID SOLUTIONS FOR INFANTS,AMIN3,,0,SOLUTION,SOL32,8%,611,100 mL,178,,,,,,BOTTL,BOTTLE,,,
AMIN30000001320SOL3200178BOTTL,AMINO ACID SOLUTIONS FOR INFANTS 9% SOLUTION 100 mL BOTTLE,AMINO ACID SOLUTIONS FOR INFANTS,AMIN3,,0,SOLUTION,SOL32,9%,1320,100 mL,178,,,,,,BOTTL,BOTTLE,,,
AMIN400000003660000000044BOTTL,AMINO ACID SOLUTIONS FOR RENAL CONDITIONS 3.50% 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR RENAL CONDITIONS,AMIN4,,0,,0,3.50%,366,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMIN400000013150000000044BOTTL,AMINO ACID SOLUTIONS FOR RENAL CONDITIONS 5% 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR RENAL CONDITIONS,AMIN4,,0,,0,5%,1315,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMIN400000004620000000044BOTTL,AMINO ACID SOLUTIONS FOR RENAL CONDITIONS 6% 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR RENAL CONDITIONS,AMIN4,,0,,0,6%,462,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMIN400000004750000000044BOTTL,AMINO ACID SOLUTIONS FOR RENAL CONDITIONS 7% 500 mL BOTTLE,AMINO ACID SOLUTIONS FOR RENAL CONDITIONS,AMIN4,,0,,0,7%,475,500 mL,44,,,,,,BOTTL,BOTTLE,,,
AMACY0000000133SOL3200247GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 10% SOLUTION 1 L GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,10%,133,1 L,247,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000133SOL3200247PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 10% SOLUTION 1 L PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,10%,133,1 L,247,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000133SOL3200178GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 10% SOLUTION 100 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,10%,133,100 mL,178,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000133SOL3200178PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 10% SOLUTION 100 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,10%,133,100 mL,178,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000133SOL3200044GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 10% SOLUTION 500 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,10%,133,500 mL,44,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000133SOL3200044PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 10% SOLUTION 500 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,10%,133,500 mL,44,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000541SOL3200247GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 11.40% SOLUTION 1 L GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,11.40%,541,1 L,247,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000541SOL3200247PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 11.40% SOLUTION 1 L PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,11.40%,541,1 L,247,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000541SOL3200178GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 11.40% SOLUTION 100 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,11.40%,541,100 mL,178,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000541SOL3200178PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 11.40% SOLUTION 100 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,11.40%,541,100 mL,178,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000541SOL3200044GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 11.40% SOLUTION 500 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,11.40%,541,500 mL,44,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000541SOL3200044PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 11.40% SOLUTION 500 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,11.40%,541,500 mL,44,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000366SOL3200044GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 3.50% SOLUTION 500 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,3.50%,366,500 mL,44,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000366SOL3200044PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 3.50% SOLUTION 500 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,3.50%,366,500 mL,44,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000001315SOL3200178GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 5% SOLUTION 100 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,5%,1315,100 mL,178,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000001315SOL3200178PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 5% SOLUTION 100 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,5%,1315,100 mL,178,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000001315SOL3200020GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 5% SOLUTION 250 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,5%,1315,250 mL,20,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000001315SOL3200020PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 5% SOLUTION 250 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,5%,1315,250 mL,20,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000001315SOL3200044GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 5% SOLUTION 500 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,5%,1315,500 mL,44,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000001315SOL3200044PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 5% SOLUTION 500 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,5%,1315,500 mL,44,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000462SOL3200178GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 6% SOLUTION 100 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,6%,462,100 mL,178,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000462SOL3200178PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 6% SOLUTION 100 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,6%,462,100 mL,178,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000462SOL3200020GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 6% SOLUTION 250 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,6%,462,250 mL,20,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000462SOL3200020PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 6% SOLUTION 250 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,6%,462,250 mL,20,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000475SOL3200247GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 7% SOLUTION 1 L GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,7%,475,1 L,247,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000475SOL3200247PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 7% SOLUTION 1 L PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,7%,475,1 L,247,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000475SOL3200178GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 7% SOLUTION 100 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,7%,475,100 mL,178,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000475SOL3200178PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 7% SOLUTION 100 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,7%,475,100 mL,178,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000475SOL3200044GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 7% SOLUTION 500 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,7%,475,500 mL,44,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000475SOL3200044PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 7% SOLUTION 500 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,7%,475,500 mL,44,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000611SOL3200044GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 8% SOLUTION 500 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,8%,611,500 mL,44,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000611SOL3200044PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 8% SOLUTION 500 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,8%,611,500 mL,44,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000493SOL3200247GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 8.50% SOLUTION 1 L GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,8.50%,493,1 L,247,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000493SOL3200247PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 8.50% SOLUTION 1 L PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,8.50%,493,1 L,247,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000493SOL3200178GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 8.50% SOLUTION 100 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,8.50%,493,100 mL,178,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000493SOL3200178PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 8.50% SOLUTION 100 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,8.50%,493,100 mL,178,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000493SOL3200044GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 8.50% SOLUTION 500 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,8.50%,493,500 mL,44,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000493SOL3200044PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 8.50% SOLUTION 500 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,8.50%,493,500 mL,44,,,,,,PLASB,PLASTIC BOTTLE,,,
AMACY0000000500SOL3200011AMPUL,"AMINO ACIDS, CRYSTALLINE STANDARD 9.12% SOLUTION 20 mL AMPULE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,9.12%,500,20 mL,11,,,,,,AMPUL,AMPULE,,,
AMACY0000000500SOL3201125GB001,"AMINO ACIDS, CRYSTALLINE STANDARD 9.12% SOLUTION 200 mL GLASS BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,9.12%,500,200 mL,1125,,,,,,GB001,GLASS BOTTLE,,,
AMACY0000000500SOL3201125PLASB,"AMINO ACIDS, CRYSTALLINE STANDARD 9.12% SOLUTION 200 mL PLASTIC BOTTLE","AMINO ACIDS, CRYSTALLINE STANDARD",AMACY,,0,SOLUTION,SOL32,9.12%,500,200 mL,1125,,,,,,PLASB,PLASTIC BOTTLE,,,
AMINO0000000985SOL3200195AMPUL,AMINOPHYLLINE 25 mg/mL SOLUTION 10 mL AMPULE,AMINOPHYLLINE,AMINO,,0,SOLUTION,SOL32,25 mg/mL,985,10 mL,195,,,,,,AMPUL,AMPULE,,,
AMIOD0000000004TAB490000000000,AMIODARONE 200 mg TABLET,AMIODARONE,AMIOD,,0,TABLET,TAB49,200 mg,4,,0,,,,,,0,,,,
AMIOD0000200851SOL3200388AMPUL,AMIODARONE ( as HYDROCHLORIDE) 50 mg/mL SOLUTION 3 mL AMPULE,AMIODARONE,AMIOD,HYDROCHLORIDE,2,SOLUTION,SOL32,50 mg/mL,851,3 mL,388,,,,,,AMPUL,AMPULE,,,
AMLO30000000069TAB490000000000,AMLODIPINE 10 mg TABLET,AMLODIPINE,AMLO3,,0,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
AMLO30000000056TAB490000000000,AMLODIPINE 5 mg TABLET,AMLODIPINE,AMLO3,,0,TABLET,TAB49,5 mg,56,,0,,,,,,0,,,,
AMOX50005700142SUS1400195DRO01,AMOXICILLIN ( as TRIHYDRATE) 100 mg/ml SUSPENSION 10 mL DROPS,AMOXICILLIN,AMOX5,TRIHYDRATE,57,SUSPENSION,SUS14,100 mg/ml,142,10 mL,195,,,,,,DRO01,DROPS,,,
AMOX50005700142SUS1400231DRO01,AMOXICILLIN ( as TRIHYDRATE) 100 mg/ml SUSPENSION 15 mL DROPS,AMOXICILLIN,AMOX5,TRIHYDRATE,57,SUSPENSION,SUS14,100 mg/ml,142,15 mL,231,,,,,,DRO01,DROPS,,,
AMOX50005700209SUS1400379BOTTL,AMOXICILLIN ( as TRIHYDRATE) 125 mg/5 mL SUSPENSION 30 mL BOTTLE,AMOXICILLIN,AMOX5,TRIHYDRATE,57,SUSPENSION,SUS14,125 mg/5 mL,209,30 mL,379,,,,,,BOTTL,BOTTLE,,,
AMOX50005700209SUS1400469BOTTL,AMOXICILLIN ( as TRIHYDRATE) 125 mg/5 mL SUSPENSION 60 mL BOTTLE,AMOXICILLIN,AMOX5,TRIHYDRATE,57,SUSPENSION,SUS14,125 mg/5 mL,209,60 mL,469,,,,,,BOTTL,BOTTLE,,,
AMOX50005700015CAPSU0000000000,AMOXICILLIN ( as TRIHYDRATE) 250 mg CAPSULE,AMOXICILLIN,AMOX5,TRIHYDRATE,57,CAPSULE,CAPSU,250 mg,15,,0,,,,,,0,,,,
AMOX50005701265SUS1400379BOTTL,AMOXICILLIN ( as TRIHYDRATE) 250 mg/5 mL SUSPENSION 30 mL BOTTLE,AMOXICILLIN,AMOX5,TRIHYDRATE,57,SUSPENSION,SUS14,250 mg/5 mL,1265,30 mL,379,,,,,,BOTTL,BOTTLE,,,
AMOX50005701265SUS1400469BOTTL,AMOXICILLIN ( as TRIHYDRATE) 250 mg/5 mL SUSPENSION 60 mL BOTTLE,AMOXICILLIN,AMOX5,TRIHYDRATE,57,SUSPENSION,SUS14,250 mg/5 mL,1265,60 mL,469,,,,,,BOTTL,BOTTLE,,,
AMOX50005700047CAPSU0000000000,AMOXICILLIN ( as TRIHYDRATE) 500 mg CAPSULE,AMOXICILLIN,AMOX5,TRIHYDRATE,57,CAPSULE,CAPSU,500 mg,47,,0,,,,,,0,,,,
AMPH10000000139SOL3200000VIALX,AMPHOTERICIN B (LIPID COMPLEX) 100 mg SOLUTION VIAL,AMPHOTERICIN B (LIPID COMPLEX),AMPH1,,0,SOLUTION,SOL32,100 mg,139,,0,,,,,,VIALX,VIAL,,,
AMPH10000000050SOL3200000VIALX,AMPHOTERICIN B (LIPID COMPLEX) 50 mg SOLUTION VIAL,AMPHOTERICIN B (LIPID COMPLEX),AMPH1,,0,SOLUTION,SOL32,50 mg,50,,0,,,,,,VIALX,VIAL,,,
AMPH20000000050SOL3200000VIALX,AMPHOTERICIN B (NON-LIPID COMPLEX) 50 mg SOLUTION VIAL,AMPHOTERICIN B (NON-LIPID COMPLEX),AMPH2,,0,SOLUTION,SOL32,50 mg,50,,0,,,,,,VIALX,VIAL,,,
AMPI10000000241SOL3200000VIALX,AMPICILLIN 1 g SOLUTION VIAL,AMPICILLIN,AMPI1,,0,SOLUTION,SOL32,1 g,241,,0,,,,,,VIALX,VIAL,,,
AMPI10005300205SOL3200241VIALX,AMPICILLIN ( as SODIUM SALT) 125 mg SOLUTION 1 g VIAL,AMPICILLIN,AMPI1,SODIUM SALT,53,SOLUTION,SOL32,125 mg,205,1 g,241,,,,,,VIALX,VIAL,,,
AMPI10005300015SOL3200241VIALX,AMPICILLIN ( as SODIUM SALT) 250 mg SOLUTION 1 g VIAL,AMPICILLIN,AMPI1,SODIUM SALT,53,SOLUTION,SOL32,250 mg,15,1 g,241,,,,,,VIALX,VIAL,,,
AMPI10005300047SOL3200241VIALX,AMPICILLIN ( as SODIUM SALT) 500 mg SOLUTION 1 g VIAL,AMPICILLIN,AMPI1,SODIUM SALT,53,SOLUTION,SOL32,500 mg,47,1 g,241,,,,,,VIALX,VIAL,,,
AMPI20000000120SOL3200000VIALX,AMPICILLIN + SULBACTAM 1.5 g SOLUTION VIAL,AMPICILLIN + SULBACTAM,AMPI2,,0,SOLUTION,SOL32,1.5 g,120,,0,,,,,,VIALX,VIAL,,,
AMPI20000001207SOL3200000VIALX,AMPICILLIN + SULBACTAM 2 g + 1 g SOLUTION VIAL,AMPICILLIN + SULBACTAM,AMPI2,,0,SOLUTION,SOL32,2 g + 1 g,1207,,0,,,,,,VIALX,VIAL,,,
